"","X","date","PL","plr"
"1557",1557,2013-08-02,0,0
"1558",1558,2013-08-05,0,0
"1559",1559,2013-08-06,172178.685919999,0
"1560",1560,2013-08-07,0,0
"1561",1561,2013-08-08,0,0
"1562",1562,2013-08-09,0,0
"1563",1563,2013-08-12,0,0
"1564",1564,2013-08-13,-116305.01662,0
"1565",1565,2013-08-14,0,0
"1566",1566,2013-08-15,0,0
"1567",1567,2013-08-16,0,0
"1568",1568,2013-08-19,0,0
"1569",1569,2013-08-20,182109.459070553,0
"1570",1570,2013-08-21,0,0
"1571",1571,2013-08-22,0,0
"1572",1572,2013-08-23,0,0
"1573",1573,2013-08-26,0,0
"1574",1574,2013-08-27,296391.014543877,0
"1575",1575,2013-08-28,0,0
"1576",1576,2013-08-29,0,0
"1577",1577,2013-08-30,0,0
"1578",1578,2013-09-03,-97941.7540800009,0
"1579",1579,2013-09-04,0,0
"1580",1580,2013-09-05,0,0
"1581",1581,2013-09-06,0,0
"1582",1582,2013-09-09,0,0
"1583",1583,2013-09-10,-78548.2000680248,0
"1584",1584,2013-09-11,0,0
"1585",1585,2013-09-12,0,0
"1586",1586,2013-09-13,0,0
"1587",1587,2013-09-16,0,0
"1588",1588,2013-09-17,-54838.6617999996,0
"1589",1589,2013-09-18,0,0
"1590",1590,2013-09-19,0,0
"1591",1591,2013-09-20,0,0
"1592",1592,2013-09-23,0,0
"1593",1593,2013-09-24,-4390.35754835315,0
"1594",1594,2013-09-25,0,0
"1595",1595,2013-09-26,0,0
"1596",1596,2013-09-27,0,0
"1597",1597,2013-09-30,0,0
"1598",1598,2013-10-01,84348.9186130291,0
"1599",1599,2013-10-02,0,0
"1600",1600,2013-10-03,0,0
"1601",1601,2013-10-04,0,0
"1602",1602,2013-10-07,0,0
"1603",1603,2013-10-08,60844.9935630439,0
"1604",1604,2013-10-09,0,0
"1605",1605,2013-10-10,0,0
"1606",1606,2013-10-11,0,0
"1607",1607,2013-10-14,0,0
"1608",1608,2013-10-15,-31920.1131444345,0
"1609",1609,2013-10-16,0,0
"1610",1610,2013-10-17,0,0
"1611",1611,2013-10-18,0,0
"1612",1612,2013-10-21,0,0
"1613",1613,2013-10-22,-201152.989816124,0
"1614",1614,2013-10-23,0,0
"1615",1615,2013-10-24,0,0
"1616",1616,2013-10-25,0,0
"1617",1617,2013-10-28,0,0
"1618",1618,2013-10-29,-130407.154475666,0
"1619",1619,2013-10-30,0,0
"1620",1620,2013-10-31,0,0
"1621",1621,2013-11-01,0,0
"1622",1622,2013-11-04,0,0
"1623",1623,2013-11-05,179289.210539999,0
"1624",1624,2013-11-06,0,0
"1625",1625,2013-11-07,0,0
"1626",1626,2013-11-08,0,0
"1627",1627,2013-11-11,0,0
"1628",1628,2013-11-12,96022.2450794118,0
"1629",1629,2013-11-13,0,0
"1630",1630,2013-11-14,0,0
"1631",1631,2013-11-15,0,0
"1632",1632,2013-11-18,0,0
"1633",1633,2013-11-19,125112.025810851,0
"1634",1634,2013-11-20,0,0
"1635",1635,2013-11-21,0,0
"1636",1636,2013-11-22,0,0
"1637",1637,2013-11-25,0,0
"1638",1638,2013-11-26,42370.2416000006,0
"1639",1639,2013-11-27,0,0
"1640",1640,2013-11-29,0,0
"1641",1641,2013-12-02,0,0
"1642",1642,2013-12-03,342819.95903081,0
"1643",1643,2013-12-04,0,0
"1644",1644,2013-12-05,0,0
"1645",1645,2013-12-06,0,0
"1646",1646,2013-12-09,0,0
"1647",1647,2013-12-10,-79932.459411374,0
"1648",1648,2013-12-11,0,0
"1649",1649,2013-12-12,0,0
"1650",1650,2013-12-13,0,0
"1651",1651,2013-12-16,0,0
"1652",1652,2013-12-17,-103696.036626747,0
"1653",1653,2013-12-18,0,0
"1654",1654,2013-12-19,0,0
"1655",1655,2013-12-20,0,0
"1656",1656,2013-12-23,0,0
"1657",1657,2013-12-27,-80920.4099999997,0
"1658",1658,2013-12-30,0,0
"1659",1659,2014-01-03,53000,0
"1660",1660,2014-01-06,0,0
"1661",1661,2014-01-07,-192729.041159799,0
"1662",1662,2014-01-08,0,0
"1663",1663,2014-01-09,0,0
"1664",1664,2014-01-10,0,0
"1665",1665,2014-01-13,0,0
"1666",1666,2014-01-14,2094.63545048033,0
"1667",1667,2014-01-15,0,0
"1668",1668,2014-01-16,0,0
"1669",1669,2014-01-17,0,0
"1670",1670,2014-01-21,-37249.7659199993,0
"1671",1671,2014-01-22,0,0
"1672",1672,2014-01-23,0,0
"1673",1673,2014-01-24,0,0
"1674",1674,2014-01-27,0,0
"1675",1675,2014-01-28,178381.9241,0
"1676",1676,2014-01-29,0,0
"1677",1677,2014-01-30,0,0
"1678",1678,2014-01-31,0,0
"1679",1679,2014-02-03,0,0
"1680",1680,2014-02-04,78178.71946446,0
"1681",1681,2014-02-05,0,0
"1682",1682,2014-02-06,0,0
"1683",1683,2014-02-07,0,0
"1684",1684,2014-02-10,0,0
"1685",1685,2014-02-11,186891.743010646,0
"1686",1686,2014-02-12,0,0
"1687",1687,2014-02-13,0,0
"1688",1688,2014-02-14,0,0
"1689",1689,2014-02-18,6610.23151999987,0
"1690",1690,2014-02-19,0,0
"1691",1691,2014-02-20,0,0
"1692",1692,2014-02-21,0,0
"1693",1693,2014-02-24,0,0
"1694",1694,2014-02-25,-15321.7875223589,0
"1695",1695,2014-02-26,0,0
"1696",1696,2014-02-27,0,0
"1697",1697,2014-02-28,0,0
"1698",1698,2014-03-03,0,0
"1699",1699,2014-03-04,221896.978660535,0
"1700",1700,2014-03-05,0,0
"1701",1701,2014-03-06,0,0
"1702",1702,2014-03-07,0,0
"1703",1703,2014-03-10,0,0
"1704",1704,2014-03-11,87128.5750999998,0
"1705",1705,2014-03-12,0,0
"1706",1706,2014-03-13,0,0
"1707",1707,2014-03-14,0,0
"1708",1708,2014-03-17,0,0
"1709",1709,2014-03-18,50479.2974692375,0
"1710",1710,2014-03-19,0,0
"1711",1711,2014-03-20,0,0
"1712",1712,2014-03-21,0,0
"1713",1713,2014-03-24,0,0
"1714",1714,2014-03-25,92115.4990994663,0
"1715",1715,2014-03-26,0,0
"1716",1716,2014-03-27,0,0
"1717",1717,2014-03-28,0,0
"1718",1718,2014-03-31,0,0
"1719",1719,2014-04-01,-146894.471799999,0
"1720",1720,2014-04-02,0,0
"1721",1721,2014-04-03,0,0
"1722",1722,2014-04-04,0,0
"1723",1723,2014-04-07,0,0
"1724",1724,2014-04-08,68906.815343546,0
"1725",1725,2014-04-09,0,0
"1726",1726,2014-04-10,0,0
"1727",1727,2014-04-11,0,0
"1728",1728,2014-04-14,0,0
"1729",1729,2014-04-15,44244.2136381785,0
"1730",1730,2014-04-16,0,0
"1731",1731,2014-04-17,0,0
"1732",1732,2014-04-22,-20095.7064386303,0
"1733",1733,2014-04-23,0,0
"1734",1734,2014-04-24,0,0
"1735",1735,2014-04-25,0,0
"1736",1736,2014-04-28,0,0
"1737",1737,2014-04-29,-40431.4189542772,0
"1738",1738,2014-04-30,0,0
"1739",1739,2014-05-02,0,0
"1740",1740,2014-05-05,0,0
"1741",1741,2014-05-06,177322.752698577,0
"1742",1742,2014-05-07,0,0
"1743",1743,2014-05-08,0,0
"1744",1744,2014-05-09,0,0
"1745",1745,2014-05-12,0,0
"1746",1746,2014-05-13,-28781.3655254027,0
"1747",1747,2014-05-14,0,0
"1748",1748,2014-05-15,0,0
"1749",1749,2014-05-16,0,0
"1750",1750,2014-05-19,0,0
"1751",1751,2014-05-20,67742.9624937673,0
"1752",1752,2014-05-21,0,0
"1753",1753,2014-05-22,0,0
"1754",1754,2014-05-23,0,0
"1755",1755,2014-05-27,-85008.540046337,0
"1756",1756,2014-05-28,0,0
"1757",1757,2014-05-30,0,0
"1758",1758,2014-06-02,0,0
"1759",1759,2014-06-03,29687.0641799998,0
"1760",1760,2014-06-04,0,0
"1761",1761,2014-06-05,0,0
"1762",1762,2014-06-06,0,0
"1763",1763,2014-06-10,-28408.8545399997,0
"1764",1764,2014-06-11,0,0
"1765",1765,2014-06-12,0,0
"1766",1766,2014-06-13,0,0
"1767",1767,2014-06-16,0,0
"1768",1768,2014-06-17,-131090.912203531,0
"1769",1769,2014-06-18,0,0
"1770",1770,2014-06-19,0,0
"1771",1771,2014-06-20,0,0
"1772",1772,2014-06-23,0,0
"1773",1773,2014-06-24,79643.3711209379,0
"1774",1774,2014-06-25,0,0
"1775",1775,2014-06-26,0,0
"1776",1776,2014-06-27,0,0
"1777",1777,2014-06-30,0,0
"1778",1778,2014-07-01,22008.3448951585,0
"1779",1779,2014-07-02,0,0
"1780",1780,2014-07-03,0,0
"1781",1781,2014-07-07,0,0
"1782",1782,2014-07-08,100663.563650518,0
"1783",1783,2014-07-09,0,0
"1784",1784,2014-07-10,0,0
"1785",1785,2014-07-11,0,0
"1786",1786,2014-07-14,0,0
"1787",1787,2014-07-15,-124063.615393302,0
"1788",1788,2014-07-16,0,0
"1789",1789,2014-07-17,0,0
"1790",1790,2014-07-18,0,0
"1791",1791,2014-07-21,0,0
"1792",1792,2014-07-22,204511.051649842,0
"1793",1793,2014-07-23,0,0
"1794",1794,2014-07-24,0,0
"1795",1795,2014-07-25,0,0
"1796",1796,2014-07-28,0,0
"1797",1797,2014-07-29,97082.7648398954,0
"1798",1798,2014-07-30,0,0
"1799",1799,2014-07-31,0,0
"1800",1800,2014-08-04,0,0
"1801",1801,2014-08-05,-92946.642304673,0
"1802",1802,2014-08-06,0,0
"1803",1803,2014-08-07,0,0
"1804",1804,2014-08-08,0,0
"1805",1805,2014-08-11,0,0
"1806",1806,2014-08-12,-143244.615122036,0
"1807",1807,2014-08-13,0,0
"1808",1808,2014-08-14,0,0
"1809",1809,2014-08-15,0,0
"1810",1810,2014-08-18,0,0
"1811",1811,2014-08-19,21581.2741878271,0
"1812",1812,2014-08-20,0,0
"1813",1813,2014-08-21,0,0
"1814",1814,2014-08-22,0,0
"1815",1815,2014-08-25,0,0
"1816",1816,2014-08-26,-206873.901697443,0
"1817",1817,2014-08-27,0,0
"1818",1818,2014-08-28,0,0
"1819",1819,2014-08-29,0,0
"1820",1820,2014-09-02,890.314560000406,0
"1821",1821,2014-09-03,0,0
"1822",1822,2014-09-04,0,0
"1823",1823,2014-09-05,0,0
"1824",1824,2014-09-08,0,0
"1825",1825,2014-09-09,193197.939713601,0
"1826",1826,2014-09-10,0,0
"1827",1827,2014-09-11,0,0
"1828",1828,2014-09-12,0,0
"1829",1829,2014-09-15,0,0
"1830",1830,2014-09-16,162809.803605838,0
"1831",1831,2014-09-17,0,0
"1832",1832,2014-09-18,0,0
"1833",1833,2014-09-19,0,0
"1834",1834,2014-09-22,0,0
"1835",1835,2014-09-23,298006.363370847,0
"1836",1836,2014-09-24,0,0
"1837",1837,2014-09-25,0,0
"1838",1838,2014-09-26,0,0
"1839",1839,2014-09-29,0,0
"1840",1840,2014-09-30,23114.0117979915,0
"1841",1841,2014-10-01,0,0
"1842",1842,2014-10-02,0,0
"1843",1843,2014-10-03,0,0
"1844",1844,2014-10-06,0,0
"1845",1845,2014-10-07,-97266.6143245165,0
"1846",1846,2014-10-08,0,0
"1847",1847,2014-10-09,0,0
"1848",1848,2014-10-10,0,0
"1849",1849,2014-10-13,0,0
"1850",1850,2014-10-14,75950.8605800001,0
"1851",1851,2014-10-15,0,0
"1852",1852,2014-10-16,0,0
"1853",1853,2014-10-17,0,0
"1854",1854,2014-10-20,0,0
"1855",1855,2014-10-21,628694.382275381,0
"1856",1856,2014-10-22,0,0
"1857",1857,2014-10-23,0,0
"1858",1858,2014-10-24,0,0
"1859",1859,2014-10-27,0,0
"1860",1860,2014-10-28,-77061.6224715424,0
"1861",1861,2014-10-29,0,0
"1862",1862,2014-10-30,0,0
"1863",1863,2014-10-31,0,0
"1864",1864,2014-11-03,0,0
"1865",1865,2014-11-04,236973.281140423,0
"1866",1866,2014-11-05,0,0
"1867",1867,2014-11-06,0,0
"1868",1868,2014-11-07,0,0
"1869",1869,2014-11-10,0,0
"1870",1870,2014-11-11,-32481.0690399993,0
"1871",1871,2014-11-12,0,0
"1872",1872,2014-11-13,0,0
"1873",1873,2014-11-14,0,0
"1874",1874,2014-11-17,0,0
"1875",1875,2014-11-18,-181616.362182381,0
"1876",1876,2014-11-19,0,0
"1877",1877,2014-11-20,0,0
"1878",1878,2014-11-21,0,0
"1879",1879,2014-11-24,0,0
"1880",1880,2014-11-25,-54109.2946599996,0
"1881",1881,2014-11-26,0,0
"1882",1882,2014-11-28,0,0
"1883",1883,2014-12-01,0,0
"1884",1884,2014-12-02,-43888.2600364127,0
"1885",1885,2014-12-03,0,0
"1886",1886,2014-12-04,0,0
"1887",1887,2014-12-05,0,0
"1888",1888,2014-12-08,0,0
"1889",1889,2014-12-09,326147.388272556,0
"1890",1890,2014-12-10,0,0
"1891",1891,2014-12-11,0,0
"1892",1892,2014-12-12,0,0
"1893",1893,2014-12-15,0,0
"1894",1894,2014-12-16,137862.091691206,0
"1895",1895,2014-12-17,0,0
"1896",1896,2014-12-18,0,0
"1897",1897,2014-12-19,0,0
"1898",1898,2014-12-22,0,0
"1899",1899,2014-12-23,-66055.7682253651,0
"1900",1900,2014-12-30,170662.231593973,0
"1901",1901,2015-01-05,0,0
"1902",1902,2015-01-07,7300.2919999999,0
"1903",1903,2015-01-08,0,0
"1904",1904,2015-01-09,0,0
"1905",1905,2015-01-12,0,0
"1906",1906,2015-01-13,70959.5709634757,0
"1907",1907,2015-01-14,0,0
"1908",1908,2015-01-15,0,0
"1909",1909,2015-01-16,0,0
"1910",1910,2015-01-20,-97895.5088000002,0
"1911",1911,2015-01-21,0,0
"1912",1912,2015-01-22,0,0
"1913",1913,2015-01-23,0,0
"1914",1914,2015-01-26,0,0
"1915",1915,2015-01-27,383908.509612766,0
"1916",1916,2015-01-28,0,0
"1917",1917,2015-01-29,0,0
"1918",1918,2015-01-30,0,0
"1919",1919,2015-02-02,0,0
"1920",1920,2015-02-03,-29974.4319546085,0
"1921",1921,2015-02-04,0,0
"1922",1922,2015-02-05,0,0
"1923",1923,2015-02-06,0,0
"1924",1924,2015-02-09,0,0
"1925",1925,2015-02-10,-252335.721184809,0
"1926",1926,2015-02-11,0,0
"1927",1927,2015-02-12,0,0
"1928",1928,2015-02-13,0,0
"1929",1929,2015-02-17,-86746.0305600002,0
"1930",1930,2015-02-18,0,0
"1931",1931,2015-02-19,0,0
"1932",1932,2015-02-20,0,0
"1933",1933,2015-02-23,0,0
"1934",1934,2015-02-24,-181884.38696,0
"1935",1935,2015-02-25,0,0
"1936",1936,2015-02-26,0,0
"1937",1937,2015-02-27,0,0
"1938",1938,2015-03-02,0,0
"1939",1939,2015-03-03,305806.81288,0
"1940",1940,2015-03-04,0,0
"1941",1941,2015-03-05,0,0
"1942",1942,2015-03-06,0,0
"1943",1943,2015-03-09,0,0
"1944",1944,2015-03-10,218725.806901461,0
"1945",1945,2015-03-11,0,0
"1946",1946,2015-03-12,0,0
"1947",1947,2015-03-13,0,0
"1948",1948,2015-03-16,0,0
"1949",1949,2015-03-17,177738.417169165,0
"1950",1950,2015-03-18,0,0
"1951",1951,2015-03-19,0,0
"1952",1952,2015-03-20,0,0
"1953",1953,2015-03-23,0,0
"1954",1954,2015-03-24,-83077.9248523714,0
"1955",1955,2015-03-25,0,0
"1956",1956,2015-03-26,0,0
"1957",1957,2015-03-27,0,0
"1958",1958,2015-03-30,0,0
"1959",1959,2015-03-31,238011.340943704,0
"1960",1960,2015-04-01,0,0
"1961",1961,2015-04-02,0,0
"1962",1962,2015-04-07,-63876.1881768135,0
"1963",1963,2015-04-08,0,0
"1964",1964,2015-04-09,0,0
"1965",1965,2015-04-10,0,0
"1966",1966,2015-04-13,0,0
"1967",1967,2015-04-14,148943.984690275,0
"1968",1968,2015-04-15,0,0
"1969",1969,2015-04-16,0,0
"1970",1970,2015-04-17,0,0
"1971",1971,2015-04-20,0,0
"1972",1972,2015-04-21,-105194.268583424,0
"1973",1973,2015-04-22,0,0
"1974",1974,2015-04-23,0,0
"1975",1975,2015-04-24,0,0
"1976",1976,2015-04-27,0,0
"1977",1977,2015-04-28,61068.1204825121,0
"1978",1978,2015-04-29,0,0
"1979",1979,2015-04-30,0,0
"1980",1980,2015-05-04,0,0
"1981",1981,2015-05-05,-199696.29062513,0
"1982",1982,2015-05-06,0,0
"1983",1983,2015-05-07,0,0
"1984",1984,2015-05-08,0,0
"1985",1985,2015-05-11,0,0
"1986",1986,2015-05-12,-49967.0793198596,0
"1987",1987,2015-05-13,0,0
"1988",1988,2015-05-15,0,0
"1989",1989,2015-05-18,0,0
"1990",1990,2015-05-19,304789.66824242,0
"1991",1991,2015-05-20,0,0
"1992",1992,2015-05-21,0,0
"1993",1993,2015-05-22,0,0
"1994",1994,2015-05-26,221396.284590022,0
"1995",1995,2015-05-27,0,0
"1996",1996,2015-05-28,0,0
"1997",1997,2015-05-29,0,0
"1998",1998,2015-06-01,0,0
"1999",1999,2015-06-02,-123495.275623131,0
"2000",2000,2015-06-03,0,0
"2001",2001,2015-06-04,0,0
"2002",2002,2015-06-05,0,0
"2003",2003,2015-06-08,0,0
"2004",2004,2015-06-09,-34915.593179999,0
"2005",2005,2015-06-10,0,0
"2006",2006,2015-06-11,0,0
"2007",2007,2015-06-12,0,0
"2008",2008,2015-06-15,0,0
"2009",2009,2015-06-16,224074.869578176,0
"2010",2010,2015-06-17,0,0
"2011",2011,2015-06-18,0,0
"2012",2012,2015-06-19,0,0
"2013",2013,2015-06-22,0,0
"2014",2014,2015-06-23,-64254.3209000005,0
"2015",2015,2015-06-24,0,0
"2016",2016,2015-06-25,0,0
"2017",2017,2015-06-26,0,0
"2018",2018,2015-06-29,0,0
"2019",2019,2015-06-30,-298866.638056199,0
"2020",2020,2015-07-01,0,0
"2021",2021,2015-07-02,0,0
"2022",2022,2015-07-06,0,0
"2023",2023,2015-07-07,-421185.070068646,0
"2024",2024,2015-07-08,0,0
"2025",2025,2015-07-09,0,0
"2026",2026,2015-07-10,0,0
"2027",2027,2015-07-13,0,0
"2028",2028,2015-07-14,-124438.593700001,0
"2029",2029,2015-07-15,0,0
"2030",2030,2015-07-16,0,0
"2031",2031,2015-07-17,0,0
"2032",2032,2015-07-20,0,0
"2033",2033,2015-07-21,284519.622239999,0
"2034",2034,2015-07-22,0,0
"2035",2035,2015-07-23,0,0
"2036",2036,2015-07-24,0,0
"2037",2037,2015-07-27,0,0
"2038",2038,2015-07-28,288714.558648513,0
"2039",2039,2015-07-29,0,0
"2040",2040,2015-07-30,0,0
"2041",2041,2015-07-31,0,0
"2042",2042,2015-08-03,0,0
"2043",2043,2015-08-04,20964.5688381352,0
"2044",2044,2015-08-05,0,0
"2045",2045,2015-08-06,0,0
"2046",2046,2015-08-07,0,0
"2047",2047,2015-08-10,0,0
"2048",2048,2015-08-11,421925.178776604,0
"2049",2049,2015-08-12,0,0
"2050",2050,2015-08-13,0,0
"2051",2051,2015-08-14,0,0
"2052",2052,2015-08-17,0,0
"2053",2053,2015-08-18,13176.0247000001,0
"2054",2054,2015-08-19,0,0
"2055",2055,2015-08-20,0,0
"2056",2056,2015-08-21,0,0
"2057",2057,2015-08-24,0,0
"2058",2058,2015-08-25,400692.284737225,0
"2059",2059,2015-08-26,0,0
"2060",2060,2015-08-27,0,0
"2061",2061,2015-08-28,0,0
"2062",2062,2015-08-31,0,0
"2063",2063,2015-09-01,-655569.453528848,0
"2064",2064,2015-09-02,0,0
"2065",2065,2015-09-03,0,0
"2066",2066,2015-09-04,0,0
"2067",2067,2015-09-08,356321.5788,0
"2068",2068,2015-09-09,0,0
"2069",2069,2015-09-10,0,0
"2070",2070,2015-09-11,0,0
"2071",2071,2015-09-14,0,0
"2072",2072,2015-09-15,350349.5893,0
"2073",2073,2015-09-16,0,0
"2074",2074,2015-09-17,0,0
"2075",2075,2015-09-18,0,0
"2076",2076,2015-09-21,0,0
"2077",2077,2015-09-22,-74313.0926852534,0
"2078",2078,2015-09-23,0,0
"2079",2079,2015-09-24,0,0
"2080",2080,2015-09-25,0,0
"2081",2081,2015-09-28,0,0
"2082",2082,2015-09-29,58356.8035277791,0
"2083",2083,2015-09-30,0,0
"2084",2084,2015-10-01,0,0
"2085",2085,2015-10-02,0,0
"2086",2086,2015-10-05,0,0
"2087",2087,2015-10-06,-35352.5326010027,0
"2088",2088,2015-10-07,0,0
"2089",2089,2015-10-08,0,0
"2090",2090,2015-10-09,0,0
"2091",2091,2015-10-12,0,0
"2092",2092,2015-10-13,215018.432319999,0
"2093",2093,2015-10-14,0,0
"2094",2094,2015-10-15,0,0
"2095",2095,2015-10-16,0,0
"2096",2096,2015-10-19,0,0
"2097",2097,2015-10-20,112077.746200001,0
"2098",2098,2015-10-21,0,0
"2099",2099,2015-10-22,0,0
"2100",2100,2015-10-23,0,0
"2101",2101,2015-10-26,0,0
"2102",2102,2015-10-27,193818.35606,0
"2103",2103,2015-10-28,0,0
"2104",2104,2015-10-29,0,0
"2105",2105,2015-10-30,0,0
"2106",2106,2015-11-02,0,0
"2107",2107,2015-11-03,-102739.48668,0
"2108",2108,2015-11-04,0,0
"2109",2109,2015-11-05,0,0
"2110",2110,2015-11-06,0,0
"2111",2111,2015-11-09,0,0
"2112",2112,2015-11-10,-63703.3416023091,0
"2113",2113,2015-11-11,0,0
"2114",2114,2015-11-12,0,0
"2115",2115,2015-11-13,0,0
"2116",2116,2015-11-16,0,0
"2117",2117,2015-11-17,358654.506251833,0
"2118",2118,2015-11-18,0,0
"2119",2119,2015-11-19,0,0
"2120",2120,2015-11-20,0,0
"2121",2121,2015-11-23,0,0
"2122",2122,2015-11-24,113494.836187063,0
"2123",2123,2015-11-25,0,0
"2124",2124,2015-11-27,0,0
"2125",2125,2015-11-30,0,0
"2126",2126,2015-12-01,120575.800510235,0
"2127",2127,2015-12-02,0,0
"2128",2128,2015-12-03,0,0
"2129",2129,2015-12-04,0,0
"2130",2130,2015-12-07,0,0
"2131",2131,2015-12-08,-40090.8433616574,0
"2132",2132,2015-12-09,0,0
"2133",2133,2015-12-10,0,0
"2134",2134,2015-12-11,0,0
"2135",2135,2015-12-14,0,0
"2136",2136,2015-12-15,645718.00234383,0
"2137",2137,2015-12-16,0,0
"2138",2138,2015-12-17,0,0
"2139",2139,2015-12-18,0,0
"2140",2140,2015-12-21,0,0
"2141",2141,2015-12-22,75395.4992073784,0
"2142",2142,2015-12-23,0,0
"2143",2143,2015-12-28,0,0
"2144",2144,2015-12-29,210926.912871889,0
"2145",2145,2015-12-30,0,0
"2146",2146,2016-01-04,0,0
"2147",2147,2016-01-05,39864.7591000001,0
"2148",2148,2016-01-06,0,0
"2149",2149,2016-01-07,0,0
"2150",2150,2016-01-08,0,0
"2151",2151,2016-01-11,0,0
"2152",2152,2016-01-12,302633.269639999,0
"2153",2153,2016-01-13,0,0
"2154",2154,2016-01-14,0,0
"2155",2155,2016-01-15,0,0
"2156",2156,2016-01-19,125186.11578162,0
"2157",2157,2016-01-20,0,0
"2158",2158,2016-01-21,0,0
"2159",2159,2016-01-22,0,0
"2160",2160,2016-01-25,0,0
"2161",2161,2016-01-26,447885.517018283,0
"2162",2162,2016-01-27,0,0
"2163",2163,2016-01-28,0,0
"2164",2164,2016-01-29,0,0
"2165",2165,2016-02-01,0,0
"2166",2166,2016-02-02,166589.080280617,0
"2167",2167,2016-02-03,0,0
"2168",2168,2016-02-04,0,0
"2169",2169,2016-02-05,0,0
"2170",2170,2016-02-08,0,0
"2171",2171,2016-02-09,-281695.686946912,0
"2172",2172,2016-02-10,0,0
"2173",2173,2016-02-11,0,0
"2174",2174,2016-02-12,0,0
"2175",2175,2016-02-16,-55185.5347317878,0
"2176",2176,2016-02-17,0,0
"2177",2177,2016-02-18,0,0
"2178",2178,2016-02-19,0,0
"2179",2179,2016-02-22,0,0
"2180",2180,2016-02-23,359514.60095707,0
"2181",2181,2016-02-24,0,0
"2182",2182,2016-02-25,0,0
"2183",2183,2016-02-26,0,0
"2184",2184,2016-02-29,0,0
"2185",2185,2016-03-01,-116347.701712153,0
"2186",2186,2016-03-02,0,0
"2187",2187,2016-03-03,0,0
"2188",2188,2016-03-04,0,0
"2189",2189,2016-03-07,0,0
"2190",2190,2016-03-08,244291.384,0
"2191",2191,2016-03-09,0,0
"2192",2192,2016-03-10,0,0
"2193",2193,2016-03-11,0,0
"2194",2194,2016-03-14,0,0
"2195",2195,2016-03-15,113082.30418,0
"2196",2196,2016-03-16,0,0
"2197",2197,2016-03-17,0,0
"2198",2198,2016-03-18,0,0
"2199",2199,2016-03-21,0,0
"2200",2200,2016-03-22,-111896.86887055,0
"2201",2201,2016-03-23,0,0
"2202",2202,2016-03-24,0,0
"2203",2203,2016-03-29,-154254.813781084,0
"2204",2204,2016-03-30,0,0
"2205",2205,2016-03-31,0,0
"2206",2206,2016-04-01,0,0
"2207",2207,2016-04-04,0,0
"2208",2208,2016-04-05,72827.7664606436,0
"2209",2209,2016-04-06,0,0
"2210",2210,2016-04-07,0,0
"2211",2211,2016-04-08,0,0
"2212",2212,2016-04-11,0,0
"2213",2213,2016-04-12,1972.79542359113,0
"2214",2214,2016-04-13,0,0
"2215",2215,2016-04-14,0,0
"2216",2216,2016-04-15,0,0
"2217",2217,2016-04-18,0,0
"2218",2218,2016-04-19,-144317.7933,0
"2219",2219,2016-04-20,0,0
"2220",2220,2016-04-21,0,0
"2221",2221,2016-04-22,0,0
"2222",2222,2016-04-25,0,0
"2223",2223,2016-04-26,-39106.6692854592,0
"2224",2224,2016-04-27,0,0
"2225",2225,2016-04-28,0,0
"2226",2226,2016-04-29,0,0
"2227",2227,2016-05-02,0,0
"2228",2228,2016-05-03,91607.923964963,0
"2229",2229,2016-05-04,0,0
"2230",2230,2016-05-06,0,0
"2231",2231,2016-05-09,0,0
"2232",2232,2016-05-10,268043.127923642,0
"2233",2233,2016-05-11,0,0
"2234",2234,2016-05-12,0,0
"2235",2235,2016-05-13,0,0
"2236",2236,2016-05-17,-24575.5339378635,0
"2237",2237,2016-05-18,0,0
"2238",2238,2016-05-19,0,0
"2239",2239,2016-05-20,0,0
"2240",2240,2016-05-23,0,0
"2241",2241,2016-05-24,597965.199617842,0
"2242",2242,2016-05-25,0,0
"2243",2243,2016-05-26,0,0
"2244",2244,2016-05-27,0,0
"2245",2245,2016-05-31,156474.321759999,0
"2246",2246,2016-06-01,0,0
"2247",2247,2016-06-02,0,0
"2248",2248,2016-06-03,0,0
"2249",2249,2016-06-06,0,0
"2250",2250,2016-06-07,118241.437439281,0
"2251",2251,2016-06-08,0,0
"2252",2252,2016-06-09,0,0
"2253",2253,2016-06-10,0,0
"2254",2254,2016-06-13,0,0
"2255",2255,2016-06-14,-256478.395899999,0
"2256",2256,2016-06-15,0,0
"2257",2257,2016-06-16,0,0
"2258",2258,2016-06-17,0,0
"2259",2259,2016-06-20,0,0
"2260",2260,2016-06-21,-30275.7333999994,0
"2261",2261,2016-06-22,0,0
"2262",2262,2016-06-23,0,0
"2263",2263,2016-06-24,0,0
"2264",2264,2016-06-27,0,0
"2265",2265,2016-06-28,507559.56686,0
"2266",2266,2016-06-29,0,0
"2267",2267,2016-06-30,0,0
"2268",2268,2016-07-01,0,0
"2269",2269,2016-07-05,1846.63990320543,0
"2270",2270,2016-07-06,0,0
"2271",2271,2016-07-07,0,0
"2272",2272,2016-07-08,0,0
"2273",2273,2016-07-11,0,0
"2274",2274,2016-07-12,-157516.491821201,0
"2275",2275,2016-07-13,0,0
"2276",2276,2016-07-14,0,0
"2277",2277,2016-07-15,0,0
"2278",2278,2016-07-18,0,0
"2279",2279,2016-07-19,63294.5684589021,0
"2280",2280,2016-07-20,0,0
"2281",2281,2016-07-21,0,0
"2282",2282,2016-07-22,0,0
"2283",2283,2016-07-25,0,0
