"","X","date","PL","plr"
"810",810,2010-07-19,0,0
"811",811,2010-07-20,77478.7008728181,0
"812",812,2010-07-21,0,0
"813",813,2010-07-22,0,0
"814",814,2010-07-23,0,0
"815",815,2010-07-26,0,0
"816",816,2010-07-27,-62317.4160799992,0
"817",817,2010-07-28,0,0
"818",818,2010-07-29,0,0
"819",819,2010-07-30,0,0
"820",820,2010-08-02,0,0
"821",821,2010-08-03,39285.0520459251,0
"822",822,2010-08-04,0,0
"823",823,2010-08-05,0,0
"824",824,2010-08-06,0,0
"825",825,2010-08-09,0,0
"826",826,2010-08-10,153537.466000001,0
"827",827,2010-08-11,0,0
"828",828,2010-08-12,0,0
"829",829,2010-08-13,0,0
"830",830,2010-08-16,0,0
"831",831,2010-08-17,237052.716840113,0
"832",832,2010-08-18,0,0
"833",833,2010-08-19,0,0
"834",834,2010-08-20,0,0
"835",835,2010-08-23,0,0
"836",836,2010-08-24,-185548.093491186,0
"837",837,2010-08-25,0,0
"838",838,2010-08-26,0,0
"839",839,2010-08-27,0,0
"840",840,2010-08-30,0,0
"841",841,2010-08-31,112744.309680001,0
"842",842,2010-09-01,0,0
"843",843,2010-09-02,0,0
"844",844,2010-09-03,0,0
"845",845,2010-09-07,175805.723999999,0
"846",846,2010-09-08,0,0
"847",847,2010-09-09,0,0
"848",848,2010-09-10,0,0
"849",849,2010-09-13,0,0
"850",850,2010-09-14,-8374.27776000006,0
"851",851,2010-09-15,0,0
"852",852,2010-09-16,0,0
"853",853,2010-09-17,0,0
"854",854,2010-09-20,0,0
"855",855,2010-09-21,38590.0494868982,0
"856",856,2010-09-22,0,0
"857",857,2010-09-23,0,0
"858",858,2010-09-24,0,0
"859",859,2010-09-27,0,0
"860",860,2010-09-28,-91449.8753970614,0
"861",861,2010-09-29,0,0
"862",862,2010-09-30,0,0
"863",863,2010-10-01,0,0
"864",864,2010-10-04,0,0
"865",865,2010-10-05,257868.189722386,0
"866",866,2010-10-06,0,0
"867",867,2010-10-07,0,0
"868",868,2010-10-08,0,0
"869",869,2010-10-11,0,0
"870",870,2010-10-12,-7828.54747999917,0
"871",871,2010-10-13,0,0
"872",872,2010-10-14,0,0
"873",873,2010-10-15,0,0
"874",874,2010-10-18,0,0
"875",875,2010-10-19,185879.10658,0
"876",876,2010-10-20,0,0
"877",877,2010-10-21,0,0
"878",878,2010-10-22,0,0
"879",879,2010-10-25,0,0
"880",880,2010-10-26,55796.8592000009,0
"881",881,2010-10-27,0,0
"882",882,2010-10-28,0,0
"883",883,2010-10-29,0,0
"884",884,2010-11-01,0,0
"885",885,2010-11-02,-68141.3075739477,0
"886",886,2010-11-03,0,0
"887",887,2010-11-04,0,0
"888",888,2010-11-05,0,0
"889",889,2010-11-08,0,0
"890",890,2010-11-09,-20363.7678400005,0
"891",891,2010-11-10,0,0
"892",892,2010-11-11,0,0
"893",893,2010-11-12,0,0
"894",894,2010-11-15,0,0
"895",895,2010-11-16,341585.212962518,0
"896",896,2010-11-17,0,0
"897",897,2010-11-18,0,0
"898",898,2010-11-19,0,0
"899",899,2010-11-22,0,0
"900",900,2010-11-23,-630.193633820018,0
"901",901,2010-11-24,0,0
"902",902,2010-11-26,0,0
"903",903,2010-11-29,0,0
"904",904,2010-11-30,-61732.8133,0
"905",905,2010-12-01,0,0
"906",906,2010-12-02,0,0
"907",907,2010-12-03,0,0
"908",908,2010-12-06,0,0
"909",909,2010-12-07,126629.817209996,0
"910",910,2010-12-08,0,0
"911",911,2010-12-09,0,0
"912",912,2010-12-10,0,0
"913",913,2010-12-13,0,0
"914",914,2010-12-14,-30272.6904999999,0
"915",915,2010-12-15,0,0
"916",916,2010-12-16,0,0
"917",917,2010-12-17,0,0
"918",918,2010-12-20,0,0
"919",919,2010-12-21,-128752.586315745,0
"920",920,2010-12-22,0,0
"921",921,2010-12-23,0,0
"922",922,2010-12-27,0,0
"923",923,2010-12-28,-4505.80581999998,0
"924",924,2010-12-29,0,0
"925",925,2010-12-30,0,0
"926",926,2011-01-03,0,0
"927",927,2011-01-04,-60628.2450162604,0
"928",928,2011-01-05,0,0
"929",929,2011-01-06,0,0
"930",930,2011-01-07,0,0
"931",931,2011-01-10,0,0
"932",932,2011-01-11,116687.979234068,0
"933",933,2011-01-12,0,0
"934",934,2011-01-13,0,0
"935",935,2011-01-14,0,0
"936",936,2011-01-18,-169037.021264213,0
"937",937,2011-01-19,0,0
"938",938,2011-01-20,0,0
"939",939,2011-01-21,0,0
"940",940,2011-01-24,0,0
"941",941,2011-01-25,117544.9168,0
"942",942,2011-01-26,0,0
"943",943,2011-01-27,0,0
"944",944,2011-01-28,0,0
"945",945,2011-01-31,0,0
"946",946,2011-02-01,-108680.959762947,0
"947",947,2011-02-02,0,0
"948",948,2011-02-03,0,0
"949",949,2011-02-04,0,0
"950",950,2011-02-07,0,0
"951",951,2011-02-08,-112076.008580001,0
"952",952,2011-02-09,0,0
"953",953,2011-02-10,0,0
"954",954,2011-02-11,0,0
"955",955,2011-02-14,0,0
"956",956,2011-02-15,2840.46512000023,0
"957",957,2011-02-16,0,0
"958",958,2011-02-17,0,0
"959",959,2011-02-18,0,0
"960",960,2011-02-22,157061.361457876,0
"961",961,2011-02-23,0,0
"962",962,2011-02-24,0,0
"963",963,2011-02-25,0,0
"964",964,2011-02-28,0,0
"965",965,2011-03-01,276537.906929098,0
"966",966,2011-03-02,0,0
"967",967,2011-03-03,0,0
"968",968,2011-03-04,0,0
"969",969,2011-03-07,0,0
"970",970,2011-03-08,46783.2476160098,0
"971",971,2011-03-09,0,0
"972",972,2011-03-10,0,0
"973",973,2011-03-11,0,0
"974",974,2011-03-14,0,0
"975",975,2011-03-15,-384889.048566214,0
"976",976,2011-03-16,0,0
"977",977,2011-03-17,0,0
"978",978,2011-03-18,0,0
"979",979,2011-03-21,0,0
"980",980,2011-03-22,-90644.3858604788,0
"981",981,2011-03-23,0,0
"982",982,2011-03-24,0,0
"983",983,2011-03-25,0,0
"984",984,2011-03-28,0,0
"985",985,2011-03-29,-64680.8355067731,0
"986",986,2011-03-30,0,0
"987",987,2011-03-31,0,0
"988",988,2011-04-01,0,0
"989",989,2011-04-04,0,0
"990",990,2011-04-05,21464.8149199999,0
"991",991,2011-04-06,0,0
"992",992,2011-04-07,0,0
"993",993,2011-04-08,0,0
"994",994,2011-04-11,0,0
"995",995,2011-04-12,210664.360282495,0
"996",996,2011-04-13,0,0
"997",997,2011-04-14,0,0
"998",998,2011-04-15,0,0
"999",999,2011-04-18,0,0
"1000",1000,2011-04-19,47622.9668519557,0
"1001",1001,2011-04-20,0,0
"1002",1002,2011-04-21,0,0
"1003",1003,2011-04-26,-49064.5456210803,0
"1004",1004,2011-04-27,0,0
"1005",1005,2011-04-28,0,0
"1006",1006,2011-04-29,0,0
"1007",1007,2011-05-02,0,0
"1008",1008,2011-05-03,67767.7919999994,0
"1009",1009,2011-05-04,0,0
"1010",1010,2011-05-05,0,0
"1011",1011,2011-05-06,0,0
"1012",1012,2011-05-09,0,0
"1013",1013,2011-05-10,117087.762740193,0
"1014",1014,2011-05-11,0,0
"1015",1015,2011-05-12,0,0
"1016",1016,2011-05-13,0,0
"1017",1017,2011-05-16,0,0
"1018",1018,2011-05-17,-153383.058459275,0
"1019",1019,2011-05-18,0,0
"1020",1020,2011-05-19,0,0
"1021",1021,2011-05-20,0,0
"1022",1022,2011-05-23,0,0
"1023",1023,2011-05-24,-11221.2211611651,0
"1024",1024,2011-05-25,0,0
"1025",1025,2011-05-26,0,0
"1026",1026,2011-05-27,0,0
"1027",1027,2011-06-01,0,0
"1028",1028,2011-06-03,0,0
"1029",1029,2011-06-06,0,0
"1030",1030,2011-06-07,31686.1242600016,0
"1031",1031,2011-06-08,0,0
"1032",1032,2011-06-09,0,0
"1033",1033,2011-06-10,0,0
"1034",1034,2011-06-14,222862.57026967,0
"1035",1035,2011-06-15,0,0
"1036",1036,2011-06-16,0,0
"1037",1037,2011-06-17,0,0
"1038",1038,2011-06-20,0,0
"1039",1039,2011-06-21,347675.69208489,0
"1040",1040,2011-06-22,0,0
"1041",1041,2011-06-23,0,0
"1042",1042,2011-06-24,0,0
"1043",1043,2011-06-27,0,0
"1044",1044,2011-06-28,227205.166642726,0
"1045",1045,2011-06-29,0,0
"1046",1046,2011-06-30,0,0
"1047",1047,2011-07-01,0,0
"1048",1048,2011-07-05,96164.2352800008,0
"1049",1049,2011-07-06,0,0
"1050",1050,2011-07-07,0,0
"1051",1051,2011-07-08,0,0
"1052",1052,2011-07-11,0,0
"1053",1053,2011-07-12,-260618.717700001,0
"1054",1054,2011-07-13,0,0
"1055",1055,2011-07-14,0,0
"1056",1056,2011-07-15,0,0
"1057",1057,2011-07-18,0,0
"1058",1058,2011-07-19,151960.690082745,0
"1059",1059,2011-07-20,0,0
"1060",1060,2011-07-21,0,0
"1061",1061,2011-07-22,0,0
"1062",1062,2011-07-25,0,0
"1063",1063,2011-07-26,42770.0499065456,0
"1064",1064,2011-07-27,0,0
"1065",1065,2011-07-28,0,0
"1066",1066,2011-07-29,0,0
"1067",1067,2011-08-02,-64714.5857706731,0
"1068",1068,2011-08-03,0,0
"1069",1069,2011-08-04,0,0
"1070",1070,2011-08-05,0,0
"1071",1071,2011-08-08,0,0
"1072",1072,2011-08-09,488591.888719999,0
"1073",1073,2011-08-10,0,0
"1074",1074,2011-08-11,0,0
"1075",1075,2011-08-12,0,0
"1076",1076,2011-08-15,0,0
"1077",1077,2011-08-16,-46866.8072125501,0
"1078",1078,2011-08-17,0,0
"1079",1079,2011-08-18,0,0
"1080",1080,2011-08-19,0,0
"1081",1081,2011-08-22,0,0
"1082",1082,2011-08-23,361172.675079999,0
"1083",1083,2011-08-24,0,0
"1084",1084,2011-08-25,0,0
"1085",1085,2011-08-26,0,0
"1086",1086,2011-08-29,0,0
"1087",1087,2011-08-30,-128203.19905244,0
"1088",1088,2011-08-31,0,0
"1089",1089,2011-09-01,0,0
"1090",1090,2011-09-02,0,0
"1091",1091,2011-09-06,-217117.339792947,0
"1092",1092,2011-09-07,0,0
"1093",1093,2011-09-08,0,0
"1094",1094,2011-09-09,0,0
"1095",1095,2011-09-12,0,0
"1096",1096,2011-09-13,203468.609060717,0
"1097",1097,2011-09-14,0,0
"1098",1098,2011-09-15,0,0
"1099",1099,2011-09-16,0,0
"1100",1100,2011-09-19,0,0
"1101",1101,2011-09-20,274195.4104,0
"1102",1102,2011-09-21,0,0
"1103",1103,2011-09-22,0,0
"1104",1104,2011-09-23,0,0
"1105",1105,2011-09-26,0,0
"1106",1106,2011-09-27,385771.40993872,0
"1107",1107,2011-09-28,0,0
"1108",1108,2011-09-29,0,0
"1109",1109,2011-09-30,0,0
"1110",1110,2011-10-03,0,0
"1111",1111,2011-10-04,124227.450128267,0
"1112",1112,2011-10-05,0,0
"1113",1113,2011-10-06,0,0
"1114",1114,2011-10-07,0,0
"1115",1115,2011-10-10,0,0
"1116",1116,2011-10-11,5339.29439999979,0
"1117",1117,2011-10-12,0,0
"1118",1118,2011-10-13,0,0
"1119",1119,2011-10-14,0,0
"1120",1120,2011-10-17,0,0
"1121",1121,2011-10-18,-302139.919385332,0
"1122",1122,2011-10-19,0,0
"1123",1123,2011-10-20,0,0
"1124",1124,2011-10-21,0,0
"1125",1125,2011-10-24,0,0
"1126",1126,2011-10-25,319040.800960001,0
"1127",1127,2011-10-26,0,0
"1128",1128,2011-10-27,0,0
"1129",1129,2011-10-28,0,0
"1130",1130,2011-10-31,0,0
"1131",1131,2011-11-01,765453.421171661,0
"1132",1132,2011-11-02,0,0
"1133",1133,2011-11-03,0,0
"1134",1134,2011-11-04,0,0
"1135",1135,2011-11-07,0,0
"1136",1136,2011-11-08,-94661.4286255922,0
"1137",1137,2011-11-09,0,0
"1138",1138,2011-11-10,0,0
"1139",1139,2011-11-11,0,0
"1140",1140,2011-11-14,0,0
"1141",1141,2011-11-15,-240134.079439228,0
"1142",1142,2011-11-16,0,0
"1143",1143,2011-11-17,0,0
"1144",1144,2011-11-18,0,0
"1145",1145,2011-11-21,0,0
"1146",1146,2011-11-22,-178706.301798699,0
"1147",1147,2011-11-23,0,0
"1148",1148,2011-11-25,0,0
"1149",1149,2011-11-28,0,0
"1150",1150,2011-11-29,33531.4676000006,0
"1151",1151,2011-11-30,0,0
"1152",1152,2011-12-01,0,0
"1153",1153,2011-12-02,0,0
"1154",1154,2011-12-05,0,0
"1155",1155,2011-12-06,4054.62739698969,0
"1156",1156,2011-12-07,0,0
"1157",1157,2011-12-08,0,0
"1158",1158,2011-12-09,0,0
"1159",1159,2011-12-12,0,0
"1160",1160,2011-12-13,8708.48911045511,0
"1161",1161,2011-12-14,0,0
"1162",1162,2011-12-15,0,0
"1163",1163,2011-12-16,0,0
"1164",1164,2011-12-19,0,0
"1165",1165,2011-12-20,567358.278935982,0
"1166",1166,2011-12-21,0,0
"1167",1167,2011-12-22,0,0
"1168",1168,2011-12-23,0,0
"1169",1169,2011-12-27,8775.30346693158,0
"1170",1170,2011-12-28,0,0
"1171",1171,2011-12-29,0,0
"1172",1172,2011-12-30,0,0
"1173",1173,2012-01-03,-92456.5061770767,0
"1174",1174,2012-01-04,0,0
"1175",1175,2012-01-05,0,0
"1176",1176,2012-01-06,0,0
"1177",1177,2012-01-09,0,0
"1178",1178,2012-01-10,146091.303272796,0
"1179",1179,2012-01-11,0,0
"1180",1180,2012-01-12,0,0
"1181",1181,2012-01-13,0,0
"1182",1182,2012-01-17,-70139.6480000003,0
"1183",1183,2012-01-18,0,0
"1184",1184,2012-01-19,0,0
"1185",1185,2012-01-20,0,0
"1186",1186,2012-01-23,0,0
"1187",1187,2012-01-24,37726.7597600002,0
"1188",1188,2012-01-25,0,0
"1189",1189,2012-01-26,0,0
"1190",1190,2012-01-27,0,0
"1191",1191,2012-01-30,0,0
"1192",1192,2012-01-31,-100642.535134929,0
"1193",1193,2012-02-01,0,0
"1194",1194,2012-02-02,0,0
"1195",1195,2012-02-03,0,0
"1196",1196,2012-02-06,0,0
"1197",1197,2012-02-07,-43030.8779399989,0
"1198",1198,2012-02-08,0,0
"1199",1199,2012-02-09,0,0
"1200",1200,2012-02-10,0,0
"1201",1201,2012-02-13,0,0
"1202",1202,2012-02-14,2453.29250540948,0
"1203",1203,2012-02-15,0,0
"1204",1204,2012-02-16,0,0
"1205",1205,2012-02-17,0,0
"1206",1206,2012-02-21,26612.696,0
"1207",1207,2012-02-22,0,0
"1208",1208,2012-02-23,0,0
"1209",1209,2012-02-24,0,0
"1210",1210,2012-02-27,0,0
"1211",1211,2012-02-28,-66034.7507354999,0
"1212",1212,2012-02-29,0,0
"1213",1213,2012-03-01,0,0
"1214",1214,2012-03-02,0,0
"1215",1215,2012-03-05,0,0
"1216",1216,2012-03-06,571390.672755261,0
"1217",1217,2012-03-07,0,0
"1218",1218,2012-03-08,0,0
"1219",1219,2012-03-09,0,0
"1220",1220,2012-03-12,0,0
"1221",1221,2012-03-13,-148094.193297284,0
"1222",1222,2012-03-14,0,0
"1223",1223,2012-03-15,0,0
"1224",1224,2012-03-16,0,0
"1225",1225,2012-03-19,0,0
"1226",1226,2012-03-20,185499.910880001,0
"1227",1227,2012-03-21,0,0
"1228",1228,2012-03-22,0,0
"1229",1229,2012-03-23,0,0
"1230",1230,2012-03-26,0,0
"1231",1231,2012-03-27,-53368.6331470229,0
"1232",1232,2012-03-28,0,0
"1233",1233,2012-03-29,0,0
"1234",1234,2012-03-30,0,0
"1235",1235,2012-04-02,0,0
"1236",1236,2012-04-03,-7370.89659268463,0
"1237",1237,2012-04-04,0,0
"1238",1238,2012-04-05,0,0
"1239",1239,2012-04-10,-193288.633853027,0
"1240",1240,2012-04-11,0,0
"1241",1241,2012-04-12,0,0
"1242",1242,2012-04-13,0,0
"1243",1243,2012-04-16,0,0
"1244",1244,2012-04-17,516581.682432791,0
"1245",1245,2012-04-18,0,0
"1246",1246,2012-04-19,0,0
"1247",1247,2012-04-20,0,0
"1248",1248,2012-04-23,0,0
"1249",1249,2012-04-24,198984.351211307,0
"1250",1250,2012-04-25,0,0
"1251",1251,2012-04-26,0,0
"1252",1252,2012-04-27,0,0
"1253",1253,2012-04-30,0,0
"1254",1254,2012-05-02,-32239.7460000002,0
"1255",1255,2012-05-03,0,0
"1256",1256,2012-05-04,0,0
"1257",1257,2012-05-07,0,0
"1258",1258,2012-05-08,-137169.729613367,0
"1259",1259,2012-05-09,0,0
"1260",1260,2012-05-10,0,0
"1261",1261,2012-05-11,0,0
"1262",1262,2012-05-14,0,0
"1263",1263,2012-05-15,-211792.60788,0
"1264",1264,2012-05-16,0,0
"1265",1265,2012-05-18,0,0
"1266",1266,2012-05-21,0,0
"1267",1267,2012-05-22,193394.436850858,0
"1268",1268,2012-05-23,0,0
"1269",1269,2012-05-24,0,0
"1270",1270,2012-05-25,0,0
"1271",1271,2012-05-29,70524.1480384374,0
"1272",1272,2012-05-30,0,0
"1273",1273,2012-05-31,0,0
"1274",1274,2012-06-01,0,0
"1275",1275,2012-06-04,0,0
"1276",1276,2012-06-05,86014.5173199995,0
"1277",1277,2012-06-06,0,0
"1278",1278,2012-06-07,0,0
"1279",1279,2012-06-08,0,0
"1280",1280,2012-06-11,0,0
"1281",1281,2012-06-12,82981.1823932624,0
"1282",1282,2012-06-13,0,0
"1283",1283,2012-06-14,0,0
"1284",1284,2012-06-15,0,0
"1285",1285,2012-06-18,0,0
"1286",1286,2012-06-19,67025.6886060322,0
"1287",1287,2012-06-20,0,0
"1288",1288,2012-06-21,0,0
"1289",1289,2012-06-22,0,0
"1290",1290,2012-06-25,0,0
"1291",1291,2012-06-26,1654.62062270185,0
"1292",1292,2012-06-27,0,0
"1293",1293,2012-06-28,0,0
"1294",1294,2012-06-29,0,0
"1295",1295,2012-07-02,0,0
"1296",1296,2012-07-03,-208256.261,0
"1297",1297,2012-07-05,0,0
"1298",1298,2012-07-06,0,0
"1299",1299,2012-07-09,0,0
"1300",1300,2012-07-10,-58803.6870632802,0
"1301",1301,2012-07-11,0,0
"1302",1302,2012-07-12,0,0
"1303",1303,2012-07-13,0,0
"1304",1304,2012-07-16,0,0
"1305",1305,2012-07-17,-77383.2388278308,0
"1306",1306,2012-07-18,0,0
"1307",1307,2012-07-19,0,0
"1308",1308,2012-07-20,0,0
"1309",1309,2012-07-23,0,0
"1310",1310,2012-07-24,-98966.0731305595,0
"1311",1311,2012-07-25,0,0
"1312",1312,2012-07-26,0,0
"1313",1313,2012-07-27,0,0
"1314",1314,2012-07-30,0,0
"1315",1315,2012-07-31,122219.188219998,0
"1316",1316,2012-08-02,0,0
"1317",1317,2012-08-03,0,0
"1318",1318,2012-08-06,0,0
"1319",1319,2012-08-07,-311671.824857855,0
"1320",1320,2012-08-08,0,0
"1321",1321,2012-08-09,0,0
"1322",1322,2012-08-10,0,0
"1323",1323,2012-08-13,0,0
"1324",1324,2012-08-14,-58788.5368199986,0
"1325",1325,2012-08-15,0,0
"1326",1326,2012-08-16,0,0
"1327",1327,2012-08-17,0,0
"1328",1328,2012-08-20,0,0
"1329",1329,2012-08-21,-64671.5666199993,0
"1330",1330,2012-08-22,0,0
"1331",1331,2012-08-23,0,0
"1332",1332,2012-08-24,0,0
"1333",1333,2012-08-27,0,0
"1334",1334,2012-08-28,66134.3777197305,0
"1335",1335,2012-08-29,0,0
"1336",1336,2012-08-30,0,0
"1337",1337,2012-08-31,0,0
"1338",1338,2012-09-04,112440.440695746,0
"1339",1339,2012-09-05,0,0
"1340",1340,2012-09-06,0,0
"1341",1341,2012-09-07,0,0
"1342",1342,2012-09-10,0,0
"1343",1343,2012-09-11,-198903.701690359,0
"1344",1344,2012-09-12,0,0
"1345",1345,2012-09-13,0,0
"1346",1346,2012-09-14,0,0
"1347",1347,2012-09-17,0,0
"1348",1348,2012-09-18,140320.8283,0
"1349",1349,2012-09-19,0,0
"1350",1350,2012-09-20,0,0
"1351",1351,2012-09-21,0,0
"1352",1352,2012-09-24,0,0
"1353",1353,2012-09-25,68118.0125,0
"1354",1354,2012-09-26,0,0
"1355",1355,2012-09-27,0,0
"1356",1356,2012-09-28,0,0
"1357",1357,2012-10-01,0,0
"1358",1358,2012-10-02,-60063.3989147798,0
"1359",1359,2012-10-03,0,0
"1360",1360,2012-10-04,0,0
"1361",1361,2012-10-05,0,0
"1362",1362,2012-10-08,0,0
"1363",1363,2012-10-09,119128.834656117,0
"1364",1364,2012-10-10,0,0
"1365",1365,2012-10-11,0,0
"1366",1366,2012-10-12,0,0
"1367",1367,2012-10-15,0,0
"1368",1368,2012-10-16,333849.81028856,0
"1369",1369,2012-10-17,0,0
"1370",1370,2012-10-18,0,0
"1371",1371,2012-10-19,0,0
"1372",1372,2012-10-22,0,0
"1373",1373,2012-10-23,233559.252531127,0
"1374",1374,2012-10-24,0,0
"1375",1375,2012-10-25,0,0
"1376",1376,2012-10-26,0,0
"1377",1377,2012-10-31,0,0
"1378",1378,2012-11-01,0,0
"1379",1379,2012-11-02,0,0
"1380",1380,2012-11-05,0,0
"1381",1381,2012-11-06,59148.5753671579,0
"1382",1382,2012-11-07,0,0
"1383",1383,2012-11-08,0,0
"1384",1384,2012-11-09,0,0
"1385",1385,2012-11-12,0,0
"1386",1386,2012-11-13,80907.5934404336,0
"1387",1387,2012-11-14,0,0
"1388",1388,2012-11-15,0,0
"1389",1389,2012-11-16,0,0
"1390",1390,2012-11-19,0,0
"1391",1391,2012-11-20,-25784.1668,0
"1392",1392,2012-11-21,0,0
"1393",1393,2012-11-23,0,0
"1394",1394,2012-11-26,0,0
"1395",1395,2012-11-27,68455.5550641613,0
"1396",1396,2012-11-28,0,0
"1397",1397,2012-11-29,0,0
"1398",1398,2012-11-30,0,0
"1399",1399,2012-12-03,0,0
"1400",1400,2012-12-04,-56348.2601982288,0
"1401",1401,2012-12-05,0,0
"1402",1402,2012-12-06,0,0
"1403",1403,2012-12-07,0,0
"1404",1404,2012-12-10,0,0
"1405",1405,2012-12-11,-215302.505082112,0
"1406",1406,2012-12-12,0,0
"1407",1407,2012-12-13,0,0
"1408",1408,2012-12-14,0,0
"1409",1409,2012-12-17,0,0
"1410",1410,2012-12-18,-100992.291516282,0
"1411",1411,2012-12-19,0,0
"1412",1412,2012-12-20,0,0
"1413",1413,2012-12-21,0,0
"1414",1414,2012-12-27,0,0
"1415",1415,2012-12-28,0,0
"1416",1416,2013-01-03,0,0
"1417",1417,2013-01-04,0,0
"1418",1418,2013-01-07,0,0
"1419",1419,2013-01-08,47161.2139799991,0
"1420",1420,2013-01-09,0,0
"1421",1421,2013-01-10,0,0
"1422",1422,2013-01-11,0,0
"1423",1423,2013-01-14,0,0
"1424",1424,2013-01-15,39468.1870400003,0
"1425",1425,2013-01-16,0,0
"1426",1426,2013-01-17,0,0
"1427",1427,2013-01-18,0,0
"1428",1428,2013-01-22,9885.01488000096,0
"1429",1429,2013-01-23,0,0
"1430",1430,2013-01-24,0,0
"1431",1431,2013-01-25,0,0
"1432",1432,2013-01-28,0,0
"1433",1433,2013-01-29,-89598.0241600004,0
"1434",1434,2013-01-30,0,0
"1435",1435,2013-01-31,0,0
"1436",1436,2013-02-01,0,0
"1437",1437,2013-02-04,0,0
"1438",1438,2013-02-05,36404.0325682568,0
"1439",1439,2013-02-06,0,0
"1440",1440,2013-02-07,0,0
"1441",1441,2013-02-08,0,0
"1442",1442,2013-02-11,0,0
"1443",1443,2013-02-12,123902.124155577,0
"1444",1444,2013-02-13,0,0
"1445",1445,2013-02-14,0,0
"1446",1446,2013-02-15,0,0
"1447",1447,2013-02-19,257296.967453507,0
"1448",1448,2013-02-20,0,0
"1449",1449,2013-02-21,0,0
"1450",1450,2013-02-22,0,0
"1451",1451,2013-02-25,0,0
"1452",1452,2013-02-26,249468.865898604,0
"1453",1453,2013-02-27,0,0
"1454",1454,2013-02-28,0,0
"1455",1455,2013-03-01,0,0
"1456",1456,2013-03-04,0,0
"1457",1457,2013-03-05,208616.889052012,0
"1458",1458,2013-03-06,0,0
"1459",1459,2013-03-07,0,0
"1460",1460,2013-03-08,0,0
"1461",1461,2013-03-11,0,0
"1462",1462,2013-03-12,49264.3175799999,0
"1463",1463,2013-03-13,0,0
"1464",1464,2013-03-14,0,0
"1465",1465,2013-03-15,0,0
"1466",1466,2013-03-18,0,0
"1467",1467,2013-03-19,116534.976176556,0
"1468",1468,2013-03-20,0,0
"1469",1469,2013-03-21,0,0
"1470",1470,2013-03-22,0,0
"1471",1471,2013-03-25,0,0
"1472",1472,2013-03-26,-56176.2015793539,0
"1473",1473,2013-03-27,0,0
"1474",1474,2013-03-28,0,0
"1475",1475,2013-04-02,125899.026706589,0
"1476",1476,2013-04-03,0,0
"1477",1477,2013-04-04,0,0
"1478",1478,2013-04-05,0,0
"1479",1479,2013-04-08,0,0
"1480",1480,2013-04-09,-55087.1465429217,0
"1481",1481,2013-04-10,0,0
"1482",1482,2013-04-11,0,0
"1483",1483,2013-04-12,0,0
"1484",1484,2013-04-15,0,0
"1485",1485,2013-04-16,7459.62364970363,0
"1486",1486,2013-04-17,0,0
"1487",1487,2013-04-18,0,0
"1488",1488,2013-04-19,0,0
"1489",1489,2013-04-22,0,0
"1490",1490,2013-04-23,368870.017596116,0
"1491",1491,2013-04-24,0,0
"1492",1492,2013-04-25,0,0
"1493",1493,2013-04-26,0,0
"1494",1494,2013-04-29,0,0
"1495",1495,2013-04-30,9768.92767093589,0
"1496",1496,2013-05-02,0,0
"1497",1497,2013-05-03,0,0
"1498",1498,2013-05-06,0,0
"1499",1499,2013-05-07,-150754.82186,0
"1500",1500,2013-05-08,0,0
"1501",1501,2013-05-10,0,0
"1502",1502,2013-05-13,0,0
"1503",1503,2013-05-14,-214227.156800898,0
"1504",1504,2013-05-15,0,0
"1505",1505,2013-05-16,0,0
"1506",1506,2013-05-17,0,0
"1507",1507,2013-05-21,-39564.2825399999,0
"1508",1508,2013-05-22,0,0
"1509",1509,2013-05-23,0,0
"1510",1510,2013-05-24,0,0
"1511",1511,2013-05-28,-54213.8423378058,0
"1512",1512,2013-05-29,0,0
"1513",1513,2013-05-30,0,0
"1514",1514,2013-05-31,0,0
"1515",1515,2013-06-03,0,0
"1516",1516,2013-06-04,52118.1828297718,0
"1517",1517,2013-06-05,0,0
"1518",1518,2013-06-06,0,0
"1519",1519,2013-06-07,0,0
"1520",1520,2013-06-10,0,0
"1521",1521,2013-06-11,42901.6455452654,0
"1522",1522,2013-06-12,0,0
"1523",1523,2013-06-13,0,0
"1524",1524,2013-06-14,0,0
"1525",1525,2013-06-17,0,0
"1526",1526,2013-06-18,-58027.5126839773,0
"1527",1527,2013-06-19,0,0
"1528",1528,2013-06-20,0,0
"1529",1529,2013-06-21,0,0
"1530",1530,2013-06-24,0,0
"1531",1531,2013-06-25,201914.682841625,0
"1532",1532,2013-06-26,0,0
"1533",1533,2013-06-27,0,0
"1534",1534,2013-06-28,0,0
"1535",1535,2013-07-01,0,0
"1536",1536,2013-07-02,-108742.192584373,0
"1537",1537,2013-07-03,0,0
"1538",1538,2013-07-05,0,0
"1539",1539,2013-07-08,0,0
"1540",1540,2013-07-09,-115507.576180001,0
"1541",1541,2013-07-10,0,0
"1542",1542,2013-07-11,0,0
"1543",1543,2013-07-12,0,0
"1544",1544,2013-07-15,0,0
"1545",1545,2013-07-16,173302.308239657,0
"1546",1546,2013-07-17,0,0
"1547",1547,2013-07-18,0,0
"1548",1548,2013-07-19,0,0
"1549",1549,2013-07-22,0,0
"1550",1550,2013-07-23,56629.6637999999,0
"1551",1551,2013-07-24,0,0
"1552",1552,2013-07-25,0,0
"1553",1553,2013-07-26,0,0
"1554",1554,2013-07-29,0,0
"1555",1555,2013-07-30,-55297.5514600005,0
"1556",1556,2013-07-31,0,0
